date,domain,status,status_details,pages
2021-12-14,domain63,Valid,"Indexed, not submitted in sitemap",29620
2021-12-14,domain63,Warning,"Indexed, though blocked by robots.txt",920
2021-12-14,domain63,Excluded,Not found (404),510
2021-12-14,domain63,Warning,Page indexed without content,1
2021-12-14,,Excluded,Page with redirect,167240
2021-12-14,domain63,Error,Redirect error,3
2021-12-14,domain63,Error,Server error (5xx),0
2021-12-14,domain63,Excluded,Soft 404,832
2021-12-15,domain63,Excluded,Alternate page with proper canonical tag,24559
2021-12-15,domain63,Excluded,Blocked by robots.txt,103
2021-12-15,domain63,Excluded,Blocked due to access forbidden (403),1
2021-12-15,domain63,Excluded,Crawled - currently not indexed,
2021-12-15,domain63,Excluded,Discovered - currently not indexed,33
2021-12-15,domain63,Excluded,Duplicate without user-selected canonical,12440
2021-12-15,domain63,Excluded,"Duplicate, Google chose different canonical than user",953
2021-12-15,domain63,Excluded,Excluded by ‘noindex’ tag,9262
2021-12-15,domain63,Valid,"Indexed, not submitted in sitemap",29745
2021-12-15,domain63,Warning,"Indexed, though blocked by robots.txt",888
2021-12-15,domain63,Excluded,Not found (404),591
2021-12-15,domain63,Warning,Page indexed without content,1
2021-12-15,domain63,Excluded,Page with redirect,166722
2021-12-15,domain63,Error,Redirect error,3
2021-12-15,domain63,Error,Server error (5xx),0
2021-12-15,domain63,Excluded,Soft 404,833
2021-12-07,domain64,Excluded,Alternate page with proper canonical tag,5083
2021-12-07,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-07,domain64,Excluded,Crawled - currently not indexed,745
2021-12-07,domain64,Excluded,Discovered - currently not indexed,2
2021-12-07,domain64,Excluded,"Duplicate, Google chose different canonical than user",842
2021-12-07,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-07,domain64,Valid,"Indexed, not submitted in sitemap",2090
2021-12-07,domain64,Excluded,Not found (404),4
2021-12-07,domain64,Excluded,Page with redirect,3974
2021-12-07,domain64,Excluded,Soft 404,245
2021-12-09,domain64,Excluded,Alternate page with proper canonical tag,5002
2021-12-09,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-09,domain64,Excluded,Crawled - currently not indexed,737
2021-12-09,domain64,Excluded,Discovered - currently not indexed,2
2021-12-09,domain64,Excluded,"Duplicate, Google chose different canonical than user",840
2021-12-09,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-09,domain64,Valid,"Indexed, not submitted in sitemap",2108
2021-12-09,domain64,Excluded,Not found (404),4
2021-12-09,domain64,Excluded,Page with redirect,3951
2021-12-09,domain64,Excluded,Soft 404,245
2021-12-10,domain64,Excluded,Alternate page with proper canonical tag,5002
2021-12-10,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-10,domain64,Excluded,Crawled - currently not indexed,737
2021-12-10,domain64,Excluded,Discovered - currently not indexed,2
2021-12-10,domain64,Excluded,"Duplicate, Google chose different canonical than user",840
2021-12-10,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-10,domain64,Valid,"Indexed, not submitted in sitemap",2108
2021-12-10,domain64,Excluded,Not found (404),4
2021-12-10,domain64,Excluded,Page with redirect,3951
2021-12-10,domain64,Excluded,Soft 404,245
2021-12-13,domain64,Excluded,Alternate page with proper canonical tag,5095
2021-12-13,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-13,domain64,Excluded,Crawled - currently not indexed,720
2021-12-13,domain64,Excluded,Discovered - currently not indexed,2
2021-12-13,domain64,Excluded,"Duplicate, Google chose different canonical than user",835
2021-12-13,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-13,domain64,Valid,"Indexed, not submitted in sitemap",2103
2021-12-13,domain64,Excluded,Not found (404),3
2021-12-13,domain64,Excluded,Page with redirect,3939
2021-12-13,domain64,Excluded,Soft 404,260
2021-12-14,domain64,Excluded,Alternate page with proper canonical tag,5095
2021-12-14,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-14,domain64,Excluded,Crawled - currently not indexed,720
2021-12-14,domain64,Excluded,Discovered - currently not indexed,2
2021-12-14,domain64,Excluded,"Duplicate, Google chose different canonical than user",835
2021-12-14,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-14,domain64,Valid,"Indexed, not submitted in sitemap",2103
2021-12-14,domain64,Excluded,Not found (404),3
2021-12-14,domain64,Excluded,Page with redirect,3939
2021-12-14,domain64,Excluded,Soft 404,260
2021-12-15,domain64,Excluded,Alternate page with proper canonical tag,5163
2021-12-15,domain64,Excluded,Blocked due to access forbidden (403),0
2021-12-15,domain64,Excluded,Crawled - currently not indexed,721
2021-12-15,domain64,Excluded,Discovered - currently not indexed,2
2021-12-15,domain64,Excluded,"Duplicate, Google chose different canonical than user",866
2021-12-15,domain64,Excluded,Excluded by ‘noindex’ tag,0
2021-12-15,domain64,Valid,"Indexed, not submitted in sitemap",2066
2021-12-15,domain64,Excluded,Not found (404),3
2021-12-15,domain64,Excluded,Page with redirect,3917
,domain64,Excluded,Soft 404,263
2021-12-07,domain65,Excluded,Alternate page with proper canonical tag,29505
2021-12-07,domain65,Excluded,Blocked by robots.txt,6863
2021-12-07,domain65,Excluded,Crawled - currently not indexed,80337
2021-12-07,domain65,Excluded,,156297
2021-12-07,domain65,,Duplicate without user-selected canonical,36
2021-12-07,domain65,Excluded,"Duplicate, Google chose different canonical than user",252
2021-12-07,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",189631
2021-12-07,domain65,Excluded,Excluded by ‘noindex’ tag,37272
2021-12-07,domain65,Valid,"Indexed, not submitted in sitemap",92
2021-12-07,domain65,Warning,"Indexed, though blocked by robots.txt",2291
2021-12-07,domain65,Excluded,Not found (404),761
2021-12-07,domain65,Excluded,Page with redirect,132088
2021-12-07,,Error,Redirect error,12
2021-12-07,domain65,Error,Server error (5xx),9
2021-12-07,domain65,Excluded,Soft 404,69
2021-12-07,domain65,Valid,Submitted and indexed,97
2021-12-07,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-07,domain65,Error,Submitted URL marked ‘noindex’,15304
2021-12-07,domain65,Error,Submitted URL not found (404),12
2021-12-07,domain65,Error,Submitted URL seems to be a Soft 404,72
2021-12-09,domain65,Excluded,Alternate page with proper canonical tag,29018
2021-12-09,domain65,Excluded,Blocked by robots.txt,7058
2021-12-09,domain65,Excluded,Crawled - currently not indexed,
2021-12-09,domain65,Excluded,Discovered - currently not indexed,158201
2021-12-09,domain65,Excluded,Duplicate without user-selected canonical,36
2021-12-09,domain65,Excluded,"Duplicate, Google chose different canonical than user",244
2021-12-09,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",188091
2021-12-09,domain65,Excluded,Excluded by ‘noindex’ tag,36954
2021-12-09,domain65,Valid,"Indexed, not submitted in sitemap",89
2021-12-09,domain65,Warning,"Indexed, though blocked by robots.txt",2201
2021-12-09,domain65,Excluded,Not found (404),765
2021-12-09,domain65,Excluded,Page with redirect,129535
2021-12-09,domain65,Error,Redirect error,12
2021-12-09,domain65,Error,Server error (5xx),9
2021-12-09,domain65,Excluded,Soft 404,71
2021-12-09,domain65,Valid,Submitted and indexed,
2021-12-09,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-09,domain65,Error,Submitted URL marked ‘noindex’,15220
2021-12-09,domain65,Error,Submitted URL not found (404),12
2021-12-09,domain65,Error,Submitted URL seems to be a Soft 404,81
2021-12-10,domain65,Excluded,Alternate page with proper canonical tag,29018
2021-12-10,domain65,Excluded,Blocked by robots.txt,7058
2021-12-10,domain65,Excluded,Crawled - currently not indexed,80991
2021-12-10,domain65,Excluded,Discovered - currently not indexed,158201
2021-12-10,domain65,Excluded,Duplicate without user-selected canonical,36
2021-12-10,domain65,Excluded,"Duplicate, Google chose different canonical than user",244
2021-12-10,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",188091
2021-12-10,domain65,Excluded,Excluded by ‘noindex’ tag,36954
2021-12-10,domain65,Valid,"Indexed, not submitted in sitemap",
2021-12-10,domain65,Warning,"Indexed, though blocked by robots.txt",2201
2021-12-10,domain65,Excluded,Not found (404),765
2021-12-10,domain65,Excluded,Page with redirect,129535
2021-12-10,domain65,Error,Redirect error,12
2021-12-10,domain65,Error,Server error (5xx),9
2021-12-10,domain65,Excluded,Soft 404,71
,domain65,Valid,Submitted and indexed,107
,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-10,domain65,Error,Submitted URL marked ‘noindex’,15220
2021-12-10,domain65,Error,Submitted URL not found (404),12
2021-12-10,domain65,Error,Submitted URL seems to be a Soft 404,81
2021-12-13,domain65,Excluded,Alternate page with proper canonical tag,27851
2021-12-13,domain65,Excluded,Blocked by robots.txt,7316
2021-12-13,domain65,Excluded,Crawled - currently not indexed,80908
2021-12-13,domain65,Excluded,Discovered - currently not indexed,161733
2021-12-13,domain65,Excluded,Duplicate without user-selected canonical,35
2021-12-13,domain65,Excluded,"Duplicate, Google chose different canonical than user",223
2021-12-13,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",185490
2021-12-13,domain65,Excluded,Excluded by ‘noindex’ tag,35923
2021-12-13,domain65,Valid,"Indexed, not submitted in sitemap",81
2021-12-13,domain65,Warning,"Indexed, though blocked by robots.txt",1983
2021-12-13,domain65,Excluded,Not found (404),705
2021-12-13,domain65,Excluded,Page with redirect,126197
2021-12-13,domain65,Error,Redirect error,123
2021-12-13,domain65,Error,Server error (5xx),8
2021-12-13,domain65,Excluded,Soft 404,73
2021-12-13,domain65,Valid,Submitted and indexed,82
2021-12-13,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-13,,Error,Submitted URL marked ‘noindex’,15086
2021-12-13,domain65,Error,Submitted URL not found (404),12
2021-12-13,domain65,Error,Submitted URL seems to be a Soft 404,99
2021-12-14,domain65,Excluded,Alternate page with proper canonical tag,27851
2021-12-14,domain65,Excluded,Blocked by robots.txt,7316
2021-12-14,domain65,Excluded,Crawled - currently not indexed,80908
2021-12-14,domain65,Excluded,Discovered - currently not indexed,161733
2021-12-14,domain65,Excluded,Duplicate without user-selected canonical,35
2021-12-14,domain65,Excluded,"Duplicate, Google chose different canonical than user",223
2021-12-14,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",185490
2021-12-14,domain65,Excluded,Excluded by ‘noindex’ tag,35923
2021-12-14,domain65,Valid,"Indexed, not submitted in sitemap",81
2021-12-14,domain65,Warning,"Indexed, though blocked by robots.txt",1983
2021-12-14,domain65,Excluded,Not found (404),705
2021-12-14,domain65,Excluded,Page with redirect,126197
2021-12-14,domain65,Error,Redirect error,123
2021-12-14,domain65,Error,Server error (5xx),8
2021-12-14,domain65,Excluded,Soft 404,73
2021-12-14,domain65,Valid,Submitted and indexed,82
2021-12-14,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-14,,Error,Submitted URL marked ‘noindex’,15086
2021-12-14,domain65,Error,Submitted URL not found (404),12
2021-12-14,domain65,Error,Submitted URL seems to be a Soft 404,99
2021-12-15,domain65,Excluded,Alternate page with proper canonical tag,27386
2021-12-15,domain65,Excluded,Blocked by robots.txt,6764
2021-12-15,domain65,Excluded,Crawled - currently not indexed,80963
2021-12-15,domain65,Excluded,Discovered - currently not indexed,162742
2021-12-15,domain65,Excluded,Duplicate without user-selected canonical,36
2021-12-15,domain65,Excluded,"Duplicate, Google chose different canonical than user",216
2021-12-15,domain65,Excluded,"Duplicate, submitted URL not selected as canonical",185431
2021-12-15,domain65,Excluded,Excluded by ‘noindex’ tag,35374
2021-12-15,domain65,Valid,"Indexed, not submitted in sitemap",85
2021-12-15,domain65,Warning,"Indexed, though blocked by robots.txt",1874
2021-12-15,domain65,Excluded,Not found (404),749
2021-12-15,domain65,Excluded,Page with redirect,125011
2021-12-15,domain65,Error,Redirect error,145
2021-12-15,domain65,Error,Server error (5xx),7
2021-12-15,domain65,Excluded,Soft 404,83
2021-12-15,domain65,Valid,Submitted and indexed,97
2021-12-15,domain65,Error,Submitted URL blocked by robots.txt,0
2021-12-15,domain65,Error,Submitted URL marked ‘noindex’,15015
2021-12-15,domain65,Error,Submitted URL not found (404),10
2021-12-15,domain65,Error,Submitted URL seems to be a Soft 404,118
2021-12-09,domain66,Excluded,Excluded by ‘noindex’ tag,1
2021-12-09,domain66,Excluded,Not found (404),9
2021-12-09,domain66,Excluded,Page with redirect,193
2021-12-10,domain66,Excluded,Excluded by ‘noindex’ tag,1
2021-12-10,domain66,Excluded,Not found (404),9
2021-12-10,domain66,Excluded,Page with redirect,193
2021-12-13,,Excluded,Excluded by ‘noindex’ tag,1
2021-12-13,domain66,Excluded,Not found (404),12
2021-12-13,domain66,Excluded,Page with redirect,191
2021-12-13,domain66,Error,Redirect error,1
2021-12-14,domain66,Excluded,Excluded by ‘noindex’ tag,1
2021-12-14,domain66,Excluded,Not found (404),12
2021-12-14,domain66,Excluded,Page with redirect,191
2021-12-14,domain66,Error,Redirect error,1
2021-12-15,domain66,Excluded,Excluded by ‘noindex’ tag,1
2021-12-15,domain66,Excluded,Not found (404),8
2021-12-15,domain66,Excluded,Page with redirect,191
2021-12-15,domain66,Error,Redirect error,1
2021-12-09,domain67,Excluded,Alternate page with proper canonical tag,4221
2021-12-09,domain67,Excluded,Blocked by robots.txt,1506
2021-12-09,domain67,Excluded,Crawled - currently not indexed,4626
2021-12-09,domain67,Excluded,Discovered - currently not indexed,159
2021-12-09,,Excluded,Duplicate without user-selected canonical,168
2021-12-09,domain67,Excluded,"Duplicate, Google chose different canonical than user",15
2021-12-09,domain67,Excluded,"Duplicate, submitted URL not selected as canonical",1
2021-12-09,domain67,Excluded,Excluded by ‘noindex’ tag,10324
2021-12-09,domain67,Valid,"Indexed, not submitted in sitemap",8164
2021-12-09,domain67,Warning,"Indexed, though blocked by robots.txt",1979
2021-12-09,domain67,Excluded,Not found (404),357
2021-12-09,domain67,Excluded,Page with redirect,1789
2021-12-09,domain67,Excluded,Soft 404,2
2021-12-09,domain67,Valid,Submitted and indexed,3145
2021-12-09,domain67,Error,Submitted URL not found (404),0
2021-12-10,domain67,Excluded,Alternate page with proper canonical tag,4221
2021-12-10,domain67,Excluded,Blocked by robots.txt,1506
2021-12-10,domain67,Excluded,Crawled - currently not indexed,4626
2021-12-10,domain67,Excluded,Discovered - currently not indexed,159
2021-12-10,domain67,Excluded,Duplicate without user-selected canonical,168
2021-12-10,domain67,Excluded,"Duplicate, Google chose different canonical than user",15
2021-12-10,domain67,Excluded,"Duplicate, submitted URL not selected as canonical",1
2021-12-10,domain67,Excluded,Excluded by ‘noindex’ tag,10324
2021-12-10,domain67,Valid,"Indexed, not submitted in sitemap",8164
2021-12-10,domain67,Warning,"Indexed, though blocked by robots.txt",1979
2021-12-10,domain67,Excluded,Not found (404),357
2021-12-10,domain67,Excluded,Page with redirect,1789
2021-12-10,domain67,Excluded,Soft 404,2
2021-12-10,domain67,Valid,Submitted and indexed,3145
2021-12-10,domain67,Error,Submitted URL not found (404),0
2021-12-13,domain67,Excluded,Alternate page with proper canonical tag,4200
